user_id,year_month,num_llamadas,total_minutes,num_mensajes,total_mb,gb_total,plan,messages_included,mb_per_month_included,minutes_included,usd_monthly_fee,usd_per_gb,usd_per_message,usd_per_minute,plan_name,gb_per_month_included,potential_extra_gb,estimated_extra_data_cost,potential_extra_minutes,estimated_extra_minutes_cost,monthly_cost
1008,2018-12,85,600.29,26,14689.33,15,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1009,2018-05,71,498.93,0,20389.4,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,55.63
1009,2018-06,110,775.52,0,18845.9,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.8
1009,2018-07,124,826.74,0,30421.65,30,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,157.22
1009,2018-08,109,680.39,0,24557.52,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,96.77
1009,2018-09,116,730.47,0,20962.4,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.98
1009,2018-10,114,696.35,0,22664.84,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,86.92
1009,2018-11,105,668.57,0,25473.43,25,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,106.65
1009,2018-12,107,712.71,0,23922.6,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,96.71000000000001
1010,2018-03,63,408.42,0,10690.02,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1010,2018-04,90,618.43,0,19722.34,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,56.2
1010,2018-05,81,497.94,0,15888.52,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,15.93
1010,2018-06,77,524.14,0,16829.31,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,25.810000000000002
1010,2018-07,101,658.24,0,12663.11,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1010,2018-08,93,598.94,0,19811.84,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,56.29
1010,2018-09,83,568.75,0,16813.73,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,25.990000000000002
1010,2018-10,95,668.63,0,16937.78,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,26.35
1010,2018-11,30,245.37,0,7985.59,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1011,2018-06,19,111.67999999999999,21,6685.11,7,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-07,63,472.65999999999997,53,21046.41,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-08,61,460.12,54,21099.37,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-09,73,455.22,60,16638.46,17,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-10,76,476.99,64,24575.65,24,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-11,65,475.65,58,22102.97,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1011,2018-12,56,292.55,61,19630.63,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1012,2018-11,10,71.42,0,13935.03,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1012,2018-12,16,72.31,0,11876.94,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1013,2018-12,35,203.37,16,20113.92,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1014,2018-11,28,149.33,9,1175.59,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1014,2018-12,150,1050.62,64,7792.41,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1015,2018-12,16,89.49,68,17495.12,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.02
1016,2018-10,25,162.24,11,3669.91,4,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1016,2018-11,94,610.4,46,27501.33,27,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,127.69999999999999
1016,2018-12,109,789.66,38,28188.010000000002,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,137.91
1017,2018-08,8,55.26,5,2128.5299999999997,3,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1017,2018-09,59,335.86,41,24478.920000000002,24,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,96.5
1017,2018-10,68,375.49,35,28478.25,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,136.59
1017,2018-11,61,362.34000000000003,29,19093.04,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,46.199999999999996
1017,2018-12,70,450.86,42,21136.58,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.86
1018,2018-10,25,173.67000000000002,3,8722.35,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1018,2018-11,86,601.88,5,15266.53,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,6.23
1018,2018-12,71,447.9,8,17390.55,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,25.87
1019,2018-11,7,41.38,24,3012.91,3,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1019,2018-12,59,441.98,128,28127.77,28,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,139.11
1020,2018-11,55,405.3,1,12000.34,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1020,2018-12,70,475.72,3,19749.08,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,55.690000000000005
1021,2018-12,52,378.27,0,6084.63,6,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1022,2018-05,39,287.34,0,4908.08,5,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1022,2018-06,76,455.45,0,23436.48,23,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,85.78
1022,2018-07,70,448.25,0,9933.15,10,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1022,2018-08,80,598.78,0,21325.33,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,65.9
1022,2018-09,66,482.28000000000003,0,14118.23,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1022,2018-10,83,544.05,0,18961.41,19,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,45.99
1022,2018-11,72,469.25,0,22204.48,22,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,75.66
1022,2018-12,82,552.27,0,18283.62,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,35.96
1023,2018-07,7,40.13,5,9096.97,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1023,2018-08,11,66.66,6,9991.79,10,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1024,2018-12,80,530.02,0,10807.37,11,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1026,2018-07,23,152.12,9,4822.35,5,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1026,2018-08,34,183.52,13,8402.11,9,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1027,2018-07,46,327.9,18,11516.06,12,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1027,2018-08,49,341.3,13,20351.1,20,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,55.36
1027,2018-09,53,304.12,12,17075.76,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,25.45
1027,2018-10,58,393.25,12,12901.15,13,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1027,2018-11,52,377.32,10,15839.84,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,15.360000000000003
1027,2018-12,48,270.9,13,14411.53,15,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,5.330000000000002
1028,2018-02,0,0.0,12,12591.91,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1028,2018-03,6,37.01,66,36061.04,36,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,72.72
1028,2018-04,7,49.41,77,37761.59,37,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,79.83999999999999
1028,2018-05,8,62.97,84,32907.83,33,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,51.92
1028,2018-06,11,44.0,66,37907.14,38,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,86.77
1028,2018-07,6,50.19,85,38826.7,38,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,86.91
1028,2018-08,9,71.55,74,40388.21,40,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,100.83
1028,2018-09,6,33.89,68,26563.75,26,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,2.7399999999999984
1028,2018-10,6,34.019999999999996,73,46595.33,46,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,142.79
1028,2018-11,8,64.74,77,42952.59,42,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,114.85
1028,2018-12,6,40.68,74,37603.26,37,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,79.8
1029,2018-08,7,40.63,2,618.95,1,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1029,2018-09,116,715.58,9,13719.06,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1029,2018-10,96,655.0,12,17605.99,18,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,36.74
1029,2018-11,84,601.03,16,14210.22,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1029,2018-12,87,599.13,11,21046.14,21,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,66.44
1030,2018-10,75,439.05,9,11302.29,12,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1030,2018-11,72,444.8,11,16646.68,17,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1030,2018-12,69,395.39,10,15567.17,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-07,36,288.57,1,10653.04,11,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-08,62,454.72,2,21615.94,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-09,76,482.34,3,13005.92,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-10,74,530.79,2,18775.73,19,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-11,85,575.18,1,16198.94,16,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1031,2018-12,75,443.17,5,12622.11,13,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1032,2018-11,42,293.29,22,14469.16,15,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1032,2018-12,92,725.52,20,14290.59,14,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1033,2018-09,28,156.54,5,5349.94,6,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1033,2018-10,110,818.05,34,28522.22,28,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,17.439999999999998
1033,2018-11,112,875.61,37,27039.350000000002,27,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,10.49
1033,2018-12,98,552.76,32,21003.9,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1034,2018-08,2,5.3100000000000005,4,997.42,1,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1035,2018-12,74,591.96,66,15500.04,16,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,17.7
1036,2018-06,19,152.25,19,1449.37,2,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-07,68,510.8,63,12116.67,12,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-08,79,480.54,77,19505.93,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-09,54,276.65,83,14974.61,15,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-10,71,397.78,75,11220.67,11,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-11,73,488.04,76,10044.92,10,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1036,2018-12,50,342.32,45,8787.79,9,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1037,2018-12,67,437.65999999999997,44,14370.44,15,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1038,2018-10,24,172.35999999999999,36,22299.5,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1038,2018-11,69,389.27,106,37946.04,38,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,87.75
1038,2018-12,78,444.65999999999997,113,45020.31,44,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,129.91
1039,2018-06,40,305.21,4,6010.62,6,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1039,2018-07,71,428.71999999999997,30,20939.15,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1039,2018-08,80,389.76,23,22398.41,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1039,2018-09,64,476.86,25,18558.81,19,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1039,2018-10,59,431.84,23,13511.26,14,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1039,2018-11,71,465.75,17,26185.96,26,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,2.880000000000001
1039,2018-12,77,539.47,25,20219.18,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1040,2018-12,43,280.93,0,16961.4,17,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,24.79
1041,2018-03,4,20.63,0,1586.3899999999999,2,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-04,60,424.66,0,20601.58,21,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-05,54,387.32,0,18259.46,18,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-06,52,290.27,0,20033.170000000002,20,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-07,65,505.47,0,23400.72,23,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-08,58,465.63,0,24733.29,25,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-09,46,281.64,0,22056.28,22,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-10,65,424.69,0,19097.12,19,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-11,49,279.51,0,24967.66,25,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1041,2018-12,57,394.77,0,16863.45,17,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1042,2018-01,18,106.83,0,1854.93,2,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-02,37,240.66,0,6801.48,7,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-03,39,200.48,0,7400.58,8,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-04,44,264.49,0,7102.4,7,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-05,51,470.67,0,9061.44,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-06,52,353.99,0,9149.53,9,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-07,48,349.24,0,6543.5,7,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-08,44,341.95,0,6493.25,7,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-09,41,235.98000000000002,0,13960.01,14,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-10,41,265.16,0,6118.26,6,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-11,42,285.82,0,9287.95,10,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1042,2018-12,46,339.13,0,6022.1,6,surf,50,15360,500,20.0,10.0,0.03,0.03,surf,15.0,7.5,75.0,1250.0,37.5,0.0
1043,2018-06,12,75.48,30,9891.43,10,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,0.0
1043,2018-07,38,305.51,85,27989.01,28,ultimate,1000,30720,3000,70.0,7.0,0.01,0.01,ultimate,30.0,0.0,0.0,0.0,0.0,17.229999999999997
